case_id,task,perturbation,perturbation_name,text,gold_route,predicted_route,gold_department,predicted_department,gold_risk,predicted_risk,gold_red_flags,predicted_red_flags,acceptable_doc_ids,evidence_doc_ids,evidence_citation_ids,evidence_departments,evidence_scores,abstained,followup_missing,latency_ms,error
HR0218,high_risk,2,P2 组合与背景干扰,家属说刚才出现晕厥，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.015,
HR0219,high_risk,2,P2 组合与背景干扰,我现在主要是晕厥，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.016,
HR0220,high_risk,2,P2 组合与背景干扰,症状记录为晕厥，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.014,
HR0221,high_risk,2,P2 组合与背景干扰,今天突然有晕厥，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.015,
HR0222,high_risk,2,P2 组合与背景干扰,目前最明显的是晕厥，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.014,
HR0223,high_risk,2,P2 组合与背景干扰,刚刚发现晕厥，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.015,
HR0224,high_risk,2,P2 组合与背景干扰,需要分诊，表现为晕厥，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.017,
HR0225,high_risk,3,P3 否定与跨症状干扰,患者描述：开始没有意识不清，不过后来明确出现晕厥。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.019,
HR0226,high_risk,3,P3 否定与跨症状干扰,家属说刚才出现开始没有大出血，不过后来明确出现晕厥。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.018,
HR0227,high_risk,3,P3 否定与跨症状干扰,我现在主要是开始没有胸痛，不过后来明确出现晕厥。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.019,
HR0228,high_risk,3,P3 否定与跨症状干扰,症状记录为开始没有呼吸困难，不过后来明确出现晕厥。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.018,
HR0229,high_risk,3,P3 否定与跨症状干扰,今天突然有开始没有气促，不过后来明确出现晕厥。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.018,
HR0230,high_risk,3,P3 否定与跨症状干扰,目前最明显的是开始没有咯血，不过后来明确出现晕厥。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.018,
HR0231,high_risk,3,P3 否定与跨症状干扰,刚刚发现开始没有便血，不过后来明确出现晕厥。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.019,
HR0232,high_risk,3,P3 否定与跨症状干扰,需要分诊，表现为开始没有晕厥，不过后来明确出现晕厥。,high_risk_fast_path,high_risk_fast_path,心血管内科,心血管内科,高,高,晕厥,晕厥,,,,,,False,,0.027,
HR0233,high_risk,4,P4 错别字与未登录改写,患者描述：眼前一黑倒在地上。,high_risk_fast_path,evidence_triage,心血管内科,心血管内科,高,中,晕厥,,,card-peripheral-artery-disease | derm-leprosy-who | card-peripheral-artery-medlineplus,card-peripheral-artery-disease#1 | derm-leprosy-who#1 | card-peripheral-artery-medlineplus#1,心血管内科 | 皮肤科 | 心血管内科,0.4942 | 0.4832 | 0.4831,False,,835.053,
HR0234,high_risk,4,P4 错别字与未登录改写,家属说刚才出现突然失去知觉后又醒来。,high_risk_fast_path,evidence_triage,心血管内科,呼吸内科,高,中,晕厥,,,resp-copd-nhlbi | card-heart-attack-medlineplus | gast-gi-bleeding-medlineplus,resp-copd-nhlbi#1 | card-heart-attack-medlineplus#1 | gast-gi-bleeding-medlineplus#1,呼吸内科 | 心血管内科 | 消化内科,0.5084 | 0.5059 | 0.4975,False,,855.594,
HR0235,high_risk,4,P4 错别字与未登录改写,我现在主要是人一下子倒下没有反应。,high_risk_fast_path,evidence_triage,心血管内科,心血管内科,高,中,晕厥,,,card-peripheral-artery-disease | resp-copd-nhlbi | card-physical-activity,card-peripheral-artery-disease#1 | resp-copd-nhlbi#1 | card-physical-activity#1,心血管内科 | 呼吸内科 | 心血管内科,0.5055 | 0.4874 | 0.4866,False,,654.429,
HR0236,high_risk,4,P4 错别字与未登录改写,症状记录为短暂断片并跌倒。,high_risk_fast_path,evidence_triage,心血管内科,心血管内科,高,中,晕厥,,,card-heart-valve-diseases-medlineplus | card-physical-activity | gast-celiac-niddk,card-heart-valve-diseases-medlineplus#1 | card-physical-activity#1 | gast-celiac-niddk#1,心血管内科 | 心血管内科 | 消化内科,0.5154 | 0.5107 | 0.5011,False,,448.345,
HR0237,high_risk,4,P4 错别字与未登录改写,今天突然有眼前一黑倒在地上。,high_risk_fast_path,evidence_triage,心血管内科,心血管内科,高,中,晕厥,,,card-peripheral-artery-disease | card-peripheral-artery-medlineplus | derm-leprosy-who,card-peripheral-artery-disease#1 | card-peripheral-artery-medlineplus#1 | derm-leprosy-who#1,心血管内科 | 心血管内科 | 皮肤科,0.4949 | 0.4813 | 0.4571,False,,902.858,
HR0238,high_risk,4,P4 错别字与未登录改写,目前最明显的是突然失去知觉后又醒来。,high_risk_fast_path,evidence_triage,心血管内科,呼吸内科,高,中,晕厥,,,resp-copd-nhlbi | card-peripheral-artery-disease | gast-gi-bleeding-medlineplus,resp-copd-nhlbi#1 | card-peripheral-artery-disease#1 | gast-gi-bleeding-medlineplus#1,呼吸内科 | 心血管内科 | 消化内科,0.5351 | 0.5225 | 0.5221,False,,688.199,
HR0239,high_risk,4,P4 错别字与未登录改写,刚刚发现人一下子倒下没有反应。,high_risk_fast_path,evidence_triage,心血管内科,心血管内科,高,中,晕厥,,,card-peripheral-artery-disease | card-heart-attack-medlineplus | resp-copd-nhlbi,card-peripheral-artery-disease#1 | card-heart-attack-medlineplus#1 | resp-copd-nhlbi#1,心血管内科 | 心血管内科 | 呼吸内科,0.4952 | 0.4874 | 0.4765,False,,460.406,
HR0240,high_risk,4,P4 错别字与未登录改写,需要分诊，表现为短暂断片并跌倒。,high_risk_fast_path,evidence_triage,心血管内科,心血管内科,高,中,晕厥,,,card-heart-valve-diseases-medlineplus | resp-pulmonary-hypertension-nhlbi | card-stroke-medlineplus,card-heart-valve-diseases-medlineplus#1 | resp-pulmonary-hypertension-nhlbi#1 | card-stroke-medlineplus#1,心血管内科 | 呼吸内科 | 心血管内科,0.5656 | 0.5553 | 0.5484,False,,262.48,
HR0241,high_risk,0,P0 规范表达,患者描述：意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.013,
HR0242,high_risk,0,P0 规范表达,家属说刚才出现意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.013,
HR0243,high_risk,0,P0 规范表达,我现在主要是意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.013,
HR0244,high_risk,0,P0 规范表达,症状记录为意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.012,
HR0245,high_risk,0,P0 规范表达,今天突然有意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.012,
HR0246,high_risk,0,P0 规范表达,目前最明显的是意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.012,
HR0247,high_risk,0,P0 规范表达,刚刚发现意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.012,
HR0248,high_risk,0,P0 规范表达,需要分诊，表现为意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.015,
HR0249,high_risk,1,P1 口语与同义表达,患者描述：意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.012,
HR0250,high_risk,1,P1 口语与同义表达,家属说刚才出现意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.012,
HR0251,high_risk,1,P1 口语与同义表达,我现在主要是意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.012,
HR0252,high_risk,1,P1 口语与同义表达,症状记录为意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.012,
HR0253,high_risk,1,P1 口语与同义表达,今天突然有意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.012,
HR0254,high_risk,1,P1 口语与同义表达,目前最明显的是意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.013,
HR0255,high_risk,1,P1 口语与同义表达,刚刚发现意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.012,
HR0256,high_risk,1,P1 口语与同义表达,需要分诊，表现为意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.015,
HR0257,high_risk,2,P2 组合与背景干扰,患者描述：意识不清，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.015,
HR0258,high_risk,2,P2 组合与背景干扰,家属说刚才出现意识不清，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.015,
HR0259,high_risk,2,P2 组合与背景干扰,我现在主要是意识不清，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.015,
HR0260,high_risk,2,P2 组合与背景干扰,症状记录为意识不清，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.016,
HR0261,high_risk,2,P2 组合与背景干扰,今天突然有意识不清，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.016,
HR0262,high_risk,2,P2 组合与背景干扰,目前最明显的是意识不清，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.016,
HR0263,high_risk,2,P2 组合与背景干扰,刚刚发现意识不清，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.015,
HR0264,high_risk,2,P2 组合与背景干扰,需要分诊，表现为意识不清，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.018,
HR0265,high_risk,3,P3 否定与跨症状干扰,患者描述：开始没有大出血，不过后来明确出现意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.019,
HR0266,high_risk,3,P3 否定与跨症状干扰,家属说刚才出现开始没有胸痛，不过后来明确出现意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.018,
HR0267,high_risk,3,P3 否定与跨症状干扰,我现在主要是开始没有呼吸困难，不过后来明确出现意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.019,
HR0268,high_risk,3,P3 否定与跨症状干扰,症状记录为开始没有气促，不过后来明确出现意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.018,
HR0269,high_risk,3,P3 否定与跨症状干扰,今天突然有开始没有咯血，不过后来明确出现意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.018,
HR0270,high_risk,3,P3 否定与跨症状干扰,目前最明显的是开始没有便血，不过后来明确出现意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.019,
HR0271,high_risk,3,P3 否定与跨症状干扰,刚刚发现开始没有晕厥，不过后来明确出现意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.018,
HR0272,high_risk,3,P3 否定与跨症状干扰,需要分诊，表现为开始没有意识不清，不过后来明确出现意识不清。,high_risk_fast_path,high_risk_fast_path,神经内科,神经内科,高,高,意识不清,意识不清,,,,,,False,,0.021,
HR0273,high_risk,4,P4 错别字与未登录改写,患者描述：神志模糊叫不醒。,high_risk_fast_path,evidence_triage,神经内科,皮肤科,高,中,意识不清,,,derm-rosacea-medlineplus | derm-rosacea-nhs | resp-copd-nhlbi,derm-rosacea-medlineplus#1 | derm-rosacea-nhs#1 | resp-copd-nhlbi#1,皮肤科 | 皮肤科 | 呼吸内科,0.5072 | 0.4974 | 0.495,False,,853.0,
HR0274,high_risk,4,P4 错别字与未登录改写,家属说刚才出现答非所问并反应迟钝。,high_risk_fast_path,evidence_triage,神经内科,呼吸内科,高,中,意识不清,,,card-heart-attack-medlineplus | resp-copd-nhlbi | resp-asthma-overview,card-heart-attack-medlineplus#1 | resp-copd-nhlbi#1 | resp-asthma-overview#2,心血管内科 | 呼吸内科 | 呼吸内科,0.4853 | 0.4833 | 0.4654,False,,888.851,
HR0275,high_risk,4,P4 错别字与未登录改写,我现在主要是整个人迷迷糊糊无法交流。,high_risk_fast_path,evidence_triage,神经内科,呼吸内科,高,中,意识不清,,,resp-copd-nhlbi | resp-shortness-of-breath-nhs | resp-asthma-nhlbi,resp-copd-nhlbi#1 | resp-shortness-of-breath-nhs#1 | resp-asthma-nhlbi#1,呼吸内科 | 呼吸内科 | 呼吸内科,0.522 | 0.4807 | 0.48,False,,684.973,
HR0276,high_risk,4,P4 错别字与未登录改写,症状记录为叫他名字也没有正常反应。,high_risk_fast_path,evidence_triage,神经内科,呼吸内科,高,中,意识不清,,,resp-copd-nhlbi | resp-tuberculosis-medlineplus | gast-ibs-niddk,resp-copd-nhlbi#1 | resp-tuberculosis-medlineplus#1 | gast-ibs-niddk#1,呼吸内科 | 呼吸内科 | 消化内科,0.5071 | 0.5034 | 0.5031,False,,473.282,
HR0277,high_risk,4,P4 错别字与未登录改写,今天突然有神志模糊叫不醒。,high_risk_fast_path,evidence_triage,神经内科,呼吸内科,高,中,意识不清,,,resp-copd-nhlbi | resp-shortness-of-breath-nhs | gast-gi-bleeding-medlineplus,resp-copd-nhlbi#1 | resp-shortness-of-breath-nhs#1 | gast-gi-bleeding-medlineplus#1,呼吸内科 | 呼吸内科 | 消化内科,0.5326 | 0.5266 | 0.5106,False,,898.536,
HR0278,high_risk,4,P4 错别字与未登录改写,目前最明显的是答非所问并反应迟钝。,high_risk_fast_path,evidence_triage,神经内科,呼吸内科,高,中,意识不清,,,resp-copd-nhlbi | gast-diarrhea-warning-signs | resp-rsv-medlineplus,resp-copd-nhlbi#1 | gast-diarrhea-warning-signs#1 | resp-rsv-medlineplus#1,呼吸内科 | 消化内科 | 呼吸内科,0.4775 | 0.4728 | 0.4714,False,,882.365,
HR0279,high_risk,4,P4 错别字与未登录改写,刚刚发现整个人迷迷糊糊无法交流。,high_risk_fast_path,evidence_triage,神经内科,呼吸内科,高,中,意识不清,,,resp-copd-nhlbi | resp-shortness-of-breath-nhs | resp-asthma-nhlbi,resp-copd-nhlbi#1 | resp-shortness-of-breath-nhs#1 | resp-asthma-nhlbi#1,呼吸内科 | 呼吸内科 | 呼吸内科,0.5238 | 0.4617 | 0.4563,False,,689.637,
HR0280,high_risk,4,P4 错别字与未登录改写,需要分诊，表现为叫他名字也没有正常反应。,high_risk_fast_path,evidence_triage,神经内科,呼吸内科,高,中,意识不清,,,card-stroke-medlineplus | resp-copd-nhlbi | resp-pulmonary-hypertension-nhlbi,card-stroke-medlineplus#1 | resp-copd-nhlbi#1 | resp-pulmonary-hypertension-nhlbi#1,心血管内科 | 呼吸内科 | 呼吸内科,0.5609 | 0.5525 | 0.5496,False,,467.904,
HR0281,high_risk,0,P0 规范表达,患者描述：大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.013,
HR0282,high_risk,0,P0 规范表达,家属说刚才出现大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.013,
HR0283,high_risk,0,P0 规范表达,我现在主要是大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.012,
HR0284,high_risk,0,P0 规范表达,症状记录为大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.013,
HR0285,high_risk,0,P0 规范表达,今天突然有大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.012,
HR0286,high_risk,0,P0 规范表达,目前最明显的是大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.013,
HR0287,high_risk,0,P0 规范表达,刚刚发现大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.011,
HR0288,high_risk,0,P0 规范表达,需要分诊，表现为大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.015,
HR0289,high_risk,1,P1 口语与同义表达,患者描述：大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.012,
HR0290,high_risk,1,P1 口语与同义表达,家属说刚才出现大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.011,
HR0291,high_risk,1,P1 口语与同义表达,我现在主要是大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.012,
HR0292,high_risk,1,P1 口语与同义表达,症状记录为大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.012,
HR0293,high_risk,1,P1 口语与同义表达,今天突然有大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.012,
HR0294,high_risk,1,P1 口语与同义表达,目前最明显的是大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.012,
HR0295,high_risk,1,P1 口语与同义表达,刚刚发现大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.012,
HR0296,high_risk,1,P1 口语与同义表达,需要分诊，表现为大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.014,
HR0297,high_risk,2,P2 组合与背景干扰,患者描述：大出血，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.016,
HR0298,high_risk,2,P2 组合与背景干扰,家属说刚才出现大出血，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.014,
HR0299,high_risk,2,P2 组合与背景干扰,我现在主要是大出血，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.014,
HR0300,high_risk,2,P2 组合与背景干扰,症状记录为大出血，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.015,
HR0301,high_risk,2,P2 组合与背景干扰,今天突然有大出血，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.014,
HR0302,high_risk,2,P2 组合与背景干扰,目前最明显的是大出血，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.015,
HR0303,high_risk,2,P2 组合与背景干扰,刚刚发现大出血，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.015,
HR0304,high_risk,2,P2 组合与背景干扰,需要分诊，表现为大出血，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.017,
HR0305,high_risk,3,P3 否定与跨症状干扰,患者描述：开始没有胸痛，不过后来明确出现大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.018,
HR0306,high_risk,3,P3 否定与跨症状干扰,家属说刚才出现开始没有呼吸困难，不过后来明确出现大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.029,
HR0307,high_risk,3,P3 否定与跨症状干扰,我现在主要是开始没有气促，不过后来明确出现大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.018,
HR0308,high_risk,3,P3 否定与跨症状干扰,症状记录为开始没有咯血，不过后来明确出现大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.018,
HR0309,high_risk,3,P3 否定与跨症状干扰,今天突然有开始没有便血，不过后来明确出现大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.018,
HR0310,high_risk,3,P3 否定与跨症状干扰,目前最明显的是开始没有晕厥，不过后来明确出现大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.018,
HR0311,high_risk,3,P3 否定与跨症状干扰,刚刚发现开始没有意识不清，不过后来明确出现大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.019,
HR0312,high_risk,3,P3 否定与跨症状干扰,需要分诊，表现为开始没有大出血，不过后来明确出现大出血。,high_risk_fast_path,high_risk_fast_path,急诊科,急诊科,高,高,大出血,大出血,,,,,,False,,0.021,
HR0313,high_risk,4,P4 错别字与未登录改写,患者描述：伤口一直血流不止。,high_risk_fast_path,evidence_triage,急诊科,皮肤科,高,中,大出血,,,derm-mycetoma-who | gast-ulcerative-colitis-niddk | resp-tuberculosis-who,derm-mycetoma-who#1 | gast-ulcerative-colitis-niddk#1 | resp-tuberculosis-who#2,皮肤科 | 消化内科 | 呼吸内科,0.5554 | 0.5105 | 0.5003,False,,866.062,
HR0314,high_risk,4,P4 错别字与未登录改写,家属说刚才出现外伤后流了非常多的血。,high_risk_fast_path,evidence_triage,急诊科,皮肤科,高,中,大出血,,,derm-mycetoma-who | resp-tuberculosis-who | gast-ulcerative-colitis-niddk,derm-mycetoma-who#1 | resp-tuberculosis-who#2 | gast-ulcerative-colitis-niddk#1,皮肤科 | 呼吸内科 | 消化内科,0.5302 | 0.5285 | 0.5258,False,,913.876,
HR0315,high_risk,4,P4 错别字与未登录改写,我现在主要是纱布很快被血浸透。,high_risk_fast_path,evidence_triage,急诊科,皮肤科,高,中,大出血,,,derm-atopic-eczema | derm-eczema-medlineplus | derm-skin-cancer-medlineplus,derm-atopic-eczema#2 | derm-eczema-medlineplus#1 | derm-skin-cancer-medlineplus#1,皮肤科 | 皮肤科 | 皮肤科,0.4703 | 0.4686 | 0.4621,False,,707.45,
HR0316,high_risk,4,P4 错别字与未登录改写,症状记录为伤口喷出大量鲜血。,high_risk_fast_path,evidence_triage,急诊科,呼吸内科,高,中,大出血,,,resp-tuberculosis-who | gast-ulcerative-colitis-niddk | resp-tuberculosis-medlineplus,resp-tuberculosis-who#2 | gast-ulcerative-colitis-niddk#1 | resp-tuberculosis-medlineplus#1,呼吸内科 | 消化内科 | 呼吸内科,0.5911 | 0.5725 | 0.5435,False,,506.783,
HR0317,high_risk,4,P4 错别字与未登录改写,今天突然有伤口一直血流不止。,high_risk_fast_path,evidence_triage,急诊科,皮肤科,高,中,大出血,,,derm-mycetoma-who | gast-ulcerative-colitis-niddk | resp-tuberculosis-who,derm-mycetoma-who#1 | gast-ulcerative-colitis-niddk#1 | resp-tuberculosis-who#2,皮肤科 | 消化内科 | 呼吸内科,0.5586 | 0.5266 | 0.5168,False,,934.159,
HR0318,high_risk,4,P4 错别字与未登录改写,目前最明显的是外伤后流了非常多的血。,high_risk_fast_path,evidence_triage,急诊科,消化内科,高,中,大出血,,,derm-mycetoma-who | gast-ulcerative-colitis-niddk | gast-hemorrhoids-medlineplus,derm-mycetoma-who#1 | gast-ulcerative-colitis-niddk#1 | gast-hemorrhoids-medlineplus#1,皮肤科 | 消化内科 | 消化内科,0.5511 | 0.5497 | 0.5189,False,,676.217,
HR0319,high_risk,4,P4 错别字与未登录改写,刚刚发现纱布很快被血浸透。,high_risk_fast_path,evidence_triage,急诊科,皮肤科,高,中,大出血,,,derm-eczema-medlineplus | derm-skin-cancer-medlineplus | derm-atopic-eczema,derm-eczema-medlineplus#1 | derm-skin-cancer-medlineplus#1 | derm-atopic-eczema#2,皮肤科 | 皮肤科 | 皮肤科,0.4726 | 0.4726 | 0.4583,False,,468.293,
HR0320,high_risk,4,P4 错别字与未登录改写,需要分诊，表现为伤口喷出大量鲜血。,high_risk_fast_path,evidence_triage,急诊科,皮肤科,高,中,大出血,,,derm-mycetoma-who | gast-ulcerative-colitis-niddk | resp-tuberculosis-who,derm-mycetoma-who#1 | gast-ulcerative-colitis-niddk#1 | resp-tuberculosis-who#2,皮肤科 | 消化内科 | 呼吸内科,0.6177 | 0.6174 | 0.6132,False,,249.484,
EV0001,evidence_triage,0,P0 规范表达,检查提到心脏杂音，最近容易疲劳，已经持续三天。,evidence_triage,evidence_triage,心血管内科,心血管内科,中,中,,,card-heart-valve-diseases-medlineplus,card-cvd-warning-signs | card-coronary-heart-disease | resp-copd-overview,card-cvd-warning-signs#2 | card-coronary-heart-disease#0 | resp-copd-overview#1,心血管内科 | 心血管内科 | 呼吸内科,0.5398 | 0.5223 | 0.5184,False,,1073.794,
EV0002,evidence_triage,0,P0 规范表达,主要情况是检查提到心脏杂音，最近容易疲劳，程度中等。,evidence_triage,evidence_triage,心血管内科,心血管内科,中,中,,,card-heart-valve-diseases-medlineplus,card-cvd-warning-signs | card-hypertension-overview | card-rheumatic-heart-disease,card-cvd-warning-signs#2 | card-hypertension-overview#2 | card-rheumatic-heart-disease#1,心血管内科 | 心血管内科 | 心血管内科,0.566 | 0.5536 | 0.5521,False,,864.343,
